iteration,id,juris,workflow,status,name,global,entity_types
68,60fc0de6b2cc64095735c7a4,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Registration Compliance'],pdf,Maintain Registration (EP),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
69,60fc0df1b2cc64095735c7a6,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Registration Compliance'],pdf,Change of Directors-Officers (EP),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
70,60fc0dfcb2cc64095735c7aa,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Registration Compliance'],pdf,Application to Restore Name (EP),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
71,60fc0e03b2cc64095735c7ac,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Registration Compliance'],pdf,Amalgamation (EP),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
72,60fc0e0ba50e740950359796,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Registration Compliance'],pdf,Request for Strike Off (EP),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
73,60fc0e13a50e740950359798,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Formation'],pdf,Application of Registration for Limited Partnership (EP),True,['Limited Partnership']
74,60fc0e19b2cc64095735c7af,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Formation'],pdf,Application of Registration for Limited Liability Partnership (EP),True,['Limited Liability Partnership']
75,60fc0e27b2cc64095735c7b5,"[{'country': 'Canada', 'name': 'Saskatchewan - Canada', 'region': 'Saskatchewan'}]",['Registration Compliance'],pdf,Notice of Change for Limited Partnership (EP),True,['Limited Partnership']
76,60fc123fb2cc64095735c85c,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,"Application for Registration of Business Name, Sole Proprietorship or Partnership",True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
77,60fc1249b2cc64095735c861,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,Application for Registration Part 1,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
78,60fc124eb2cc64095735c864,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,Application for Registration Part 2,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
79,60fc1254b2cc64095735c867,"[{'country': 'Canada', 'name': 'Nova Scotia - Canada', 'region': 'Nova Scotia'}]",['Formation'],pdf,Application for Registration Part 3,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
80,60fc1597b2cc64095735c8a3,[],[],pdf,Form 24 - Statement of Registration (EP),False,[]
81,60fc1788a50e740950359895,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Formation'],pdf,Form 1 - 2 - 3 - Incorporation,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
82,60fc190da50e7409503598b1,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Dissolve'],pdf,Form 6 - Notice of Dissolution,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
83,60fc191aa50e7409503598b5,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Registration Compliance'],pdf,Form 8 - Renewal of Business Name,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
84,60fc1926a50e7409503598b9,"[{'country': 'Canada', 'name': 'Prince Edward Island - Canada', 'region': 'Prince Edward Island'}]",['Annual Compliance'],pdf,Form 25 - Annual Return (non profit),True,['Not-for-profit Organization']
85,60fc1a36a50e7409503598e0,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Formation'],pdf,Form 1 - Application Name Reservation,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
86,60fc1a3ca50e7409503598e2,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Merge / Amalgamate'],pdf,Form 13 - Application to Amalgamate ET Corporation into Another Jurisdiction (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
87,60fc1a41a50e7409503598e4,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 26 - Statement of Registration (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
88,60fc1a48a50e7409503598e6,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 27 - Appointment of Attorney for Service (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
89,60fc1a4eb2cc64095735c8f5,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 28 - Application to Cancel Assumed Name (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
90,60fc1a54a50e7409503598e8,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 31 - Notice of Change of Address of Attorney for Service (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
91,60fc1a5aa50e7409503598ea,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 32 - Notice of Change of Statement of Registration (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
92,60fc1a60a50e7409503598ec,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 35 - Statement of Amalgamation of LLC Effected in Another Jurisdiction (ET),True,['Limited Liability Company']
93,60fc1a67b2cc64095735c8f7,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 36 - Annual Return (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
94,60fc1a6db2cc64095735c8f9,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 37 - Statement of Registration of LLC (ET),True,['Limited Liability Company']
95,60fc1a73b2cc64095735c8fb,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 38 - Appointment of attorney for service and alternative attorney of extra-territorial LLC,True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
96,60fc1a7ab2cc64095735c8fd,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 39 - Cancellation of Assumed Name (ET LLC),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
97,60fc1a81b2cc64095735c8ff,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 42 - Notice of Change of Address of Attorney for Service (ET LLC),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
98,60fc1a87b2cc64095735c901,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 43 - Notice of Change of Statement of Registration (ET LLC),True,['Limited Liability Company']
99,60fc1a8da50e7409503598ee,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 44 - Notice of Change of Managers or Managers Addresses (ET LLC),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
100,60fc1a94b2cc64095735c903,"[{'country': 'Canada', 'name': 'Yukon - Canada', 'region': 'Yukon'}]",['Registration Compliance'],pdf,Form 47 - Annual Return (ET LLC),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
101,60fc1ecdb2cc64095735c940,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Formation'],pdf,Form 18 - Statement of Registration (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
102,60fc1ed6a50e74095035992d,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Registration Compliance'],pdf,Form 19 - Application to Cancel or Change Assumed Name (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
103,60fc1edca50e74095035992f,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Registration Compliance'],pdf,Form 21 - Notice of Registered Office (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
104,60fc1ee3a50e740950359931,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Registration Compliance'],pdf,Form 22 - Notice of Change of Head Office (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
105,60fc1ef1b2cc64095735c942,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Registration Compliance'],pdf,Form 24 - Notice of Change of Address of Directors (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
106,60fc1efab2cc64095735c944,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Registration Compliance'],pdf,Form 26 - Notice of Amalgamation (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
107,60fc1f02b2cc64095735c946,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Registration Compliance'],pdf,Form 27 - Annual Return (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
108,60fc1f0ab2cc64095735c948,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Formation'],pdf,Application for Name Search and Registration,True,[]
109,60fc1f12b2cc64095735c94a,"[{'country': 'Canada', 'name': 'Northwest Territories - Canada', 'region': 'Northwest Territories'}]",['Registration Compliance'],pdf,Notice of Cessation of Business,True,"['Association', 'Co-Operative', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Joint Venture', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
110,60fc1fe6a50e740950359939,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Registration Compliance'],pdf,Form 18 - Statement of Registration (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
111,60fc1feba50e74095035993b,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Registration Compliance'],pdf,Form 19 - Application to Cancel or Change Assumed Name (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
112,60fc1ff1a50e74095035993d,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Registration Compliance'],pdf,Form 21 - Notice of Registered Office (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
113,60fc1ff7a50e74095035993f,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]",['Registration Compliance'],pdf,Form 22 - Notice of Change of Head Office (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
114,60fc1ffda50e740950359941,"[{'country': 'Canada', 'name': 'Nunavut - Canada', 'region': 'Nunavut'}]","['Change of principals', 'Registration Compliance']",pdf,Form 23 - Notice of Change of Directors (ET),True,"['Association', 'Company', 'Corporation', 'Designated Activity Company', 'Estate', 'Fund', 'Partnership', 'General Partnership', 'GmbH', 'Limited Liability Company', 'Limited Liability Limited Partnership', 'Limited Liability Partnership', 'Limited Partnership', 'Not-for-profit Organization', 'Private Limited Company', 'Public Limited Company', 'Registered Limited Liability Company', 'Segregated Portfolio Company', 'Society', 'Sole Proprietorship', 'Syndicate of Co-ownership', 'Trust', 'Unlimited Liability Company', 'Unlimited Liability Corporation']"
